සිත් ,,,,ඵස්ස,වේදනා,සංඥා,චේතනා,ඒකග්ඝතා,ජිවිතින්ද්‍රිය,මනසිකාරය,විතක්ක,විචාර,අධිමොක්ඛා,වීරිය,පීතී,ඡන්ද,මෝහ,අහිරික,අනොත්තප්ප,උද්ධච්ච,ලෝභ,දිට්ඨි,මාන,දෝස,ඉස්සා,මච්ජරිය,කුක්කුච්ච,ථීන,මිද්ධ,විචිකිච්ජා,සද්ධා,සති,හිරි,ඔත්තප්ප,අලොභ,අදොස,තත්‍රමජ්ජත්තතා,කාය පස්සද්ධි,චිත්ත පස්සද්ධි,කාය ලහුතා,චිත්ත ලහුතා,කාය මුදුතා,චිත්ත මුදුතා,කාය කම්මගතා,චිත්ත කම්මගතා,කාය පාගුඤ්ඤතා,චිත්ත පාගුඤ්ඤතා,කායුජුකතා,චිත්තයුජුක්තා,සම්මා වචා,සම්මා කම්මන්ත,සම්මා ආජීවෝ,කරුණා,මුදිතා,පඤ්ඤා 
සෝමනස්ස සහගත,ඤාණ සම්පයුක්ත,අසංඛාරික ,විපාක  සිත,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
සෝමනස්ස සහගත,ඤාණ සම්පයුක්ත,සසංඛාරික ,විපාක  සිත,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
සෝමනස්ස සහගත,ඤාණ විප්පයුක්ත,අසංඛාරික ,විපාක  සිත,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
සෝමනස්ස සහගත,ඤාණ විප්පයුක්ත,සසංඛාරික ,විපාක  සිත,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
උපේක්ෂා  සහගත,ඤාණ සම්පයුක්ත,අසංඛාරික ,විපාක  සිත,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
උපේක්ෂා  සහගත,ඤාණ සම්පයුක්ත,සසංඛාරික ,විපාක  සිත,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
උපේක්ෂා  සහගත,ඤාණ විප්පයුක්ත,අසංඛාරික ,විපාක  සිත,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
උපේක්ෂා  සහගත,ඤාණ විප්පයුක්ත,සසංඛාරික ,විපාක  සිත,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
සෝමනස්ස සහගත ,දිට්ඨිගත සම්පයුක්ත,අසංඛාරික  සි,අකුසල සිත,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
සෝමනස්ස සහගත ,දිට්ඨිගත විප්පයුක්ත,අසංඛාරික  සි,අකුසල සිත,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
උපේක්ෂා  සහගත ,දිට්ඨිගත සම්පයුක්ත,අසංඛාරික  සි,අකුසල සිත,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
උපේක්ෂා  සහගත ,දිට්ඨිගත විප්පයුක්ත,අසංඛාරික  සි,අකුසල සිත,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
දෝමනස්ස සහගත ,පටිඝ සම්පයුක්ත,අසංඛාරික  සි,අකුසල සිත,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
සෝමනස්ස සහගත ,දිට්ඨිගත සම්පයුක්ත,සසංඛාරික  ,අකුසල සිත,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
සෝමනස්ස සහගත ,දිට්ඨිගත විප්පයුක්ත,සසංඛාරික  ,අකුසල සිත,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
උපේක්ෂා  සහගත ,දිට්ඨිගත සම්පයුක්ත,සසංඛාරික  ,අකුසල සිත,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
උපේක්ෂා  සහගත ,දිට්ඨිගත විප්පයුක්ත,සසංඛාරික  ,අකුසල සිත,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
දෝමනස්ස සහගත ,පටිඝ සම්පයුක්ත,සසංඛාරික  ,අකුසල සිත,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
උපේක්ෂා  සහගත ,විචිකිච්ජා සම්පයුක්ත,,අකුසල සිත,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
උපේක්ෂා  සහගත ,උද්ධච්ච සම්පයුක්ත,,අකුසල සිත,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
උපේක්ෂා සහගත,චක්ඛු විඤ්ඤාණ,අහේතුක ,අකුසල විපාක සිත,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
උපේක්ෂා සහගත,සෝත විඤ්ඤාණ,අහේතුක ,අකුසල විපාක සිත,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
උපේක්ෂා සහගත,ඝාණ  විඤ්ඤාණ,අහේතුක ,අකුසල විපාක සිත,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
උපේක්ෂා සහගත,ජිව්හා විඤ්ඤාණ ,අහේතුක ,අකුසල විපාක සිත,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
දුක්ඛ සහගත,කාය විඤ්ඤාණ,අහේතුක ,අකුසල විපාක සිත,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
උපේක්ෂා සහගත,චක්ඛු විඤ්ඤාණ,අහේතුක ,කුසල විපාක සිත,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
උපේක්ෂා සහගත,සෝත විඤ්ඤාණ,අහේතුක ,කුසල විපාක සිත,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
උපේක්ෂා සහගත,ඝාණ  විඤ්ඤාණ,අහේතුක ,කුසල විපාක සිත,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
උපේක්ෂා සහගත,ජිව්හා විඤ්ඤාණ ,අහේතුක ,කුසල විපාක සිත,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
සුඛ සහගත,කාය විඤ්ඤාණ,අහේතුක ,කුසල විපාක සිත,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
උපේක්ෂා සහගත,සම්පටිච්චන,අහේතුක ,අකුසල විපාක සිත,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
උපේක්ෂා සහගත,සම්පටිච්චන,අහේතුක ,කුසල විපාක සිත,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
උපේක්ෂා සහගත,සන්තීරණ,අහේතුක ,අකුසල විපාක සිත,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
උපේක්ෂා සහගත,සන්තීරණ,අහේතුක ,කුසල විපාක සිත,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
උපේක්ෂා සහගත,පඤ්චඤද්වාරාවජ්ජන,අහේතුක ,ක්‍රියා  සිත,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
සෝමනස්ස සහගත,සන්තීරණ,අහේතුක ,කුසල විපාක සිත,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
උපේක්ෂා සහගත,මනොද්වාරාවජ්ජන,අහේතුක ,ක්‍රියා  සිත,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
සෝමනස්ස සහගත,හසිතුප්පාද,අහේතුක ,ක්‍රියා  සිත,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
